"","age","female","married","employed","edu","ftotval","inctot","health"
"2601",32,0,0,1,16,17000,17000,1
"2602",20,0,0,0,12,151334,0,1
"2603",38,0,0,1,18,163304,163304,2
"2604",58,1,1,0,12,62436,21934,3
"2605",35,1,1,1,14,80000,30000,2
"2606",20,0,0,0,14,42070,4000,2
"2607",26,0,0,0,16,21555,21555,1
"2608",43,0,1,1,12,102000,42000,2
"2609",58,1,0,1,12,220007,220007,3
"2610",22,1,1,1,14,71000,31000,3
"2611",61,1,0,1,10,26000,26000,3
"2612",64,1,0,0,12,9659,9659,4
"2613",19,1,0,1,12,23000,0,2
"2614",58,0,1,1,18,233954,124403,2
"2615",37,0,1,0,12,16900,0,5
"2616",33,1,1,1,16,154000,77000,1
"2617",48,0,1,1,12,28494,16854,5
"2618",50,0,0,0,10,1800,1800,4
"2619",49,0,1,1,14,140034,65004,2
"2620",42,1,1,1,16,167004,66717,4
"2621",38,0,1,0,14,42059,12059,4
"2622",60,0,1,1,12,55000,25000,5
"2623",54,0,1,0,14,30081,10,3
"2624",25,1,0,1,12,16502,16502,1
"2625",59,0,1,1,12,136585,43597,1
"2626",31,1,0,1,12,13000,13000,3
"2627",61,1,1,1,12,79006,34003,1
"2628",47,0,1,1,18,157830,95800,3
"2629",56,0,1,1,12,94025,40000,3
"2630",42,0,1,1,14,65017,65017,3
"2631",44,0,1,1,9,64510,30000,2
"2632",64,0,1,1,18,105173,103319,3
"2633",22,1,0,0,11,0,0,1
"2634",58,0,1,1,14,324067,187625,2
"2635",35,0,1,1,12,57403,781,2
"2636",25,1,0,1,16,41800,41800,1
"2637",42,0,0,0,11,16392,16392,3
"2638",36,0,0,1,12,36035,36035,2
"2639",34,0,0,1,8,41200,41200,2
"2640",59,0,1,1,14,99000,54000,1
"2641",27,1,1,1,14,120020,20010,2
"2642",45,1,0,1,14,10060,10000,2
"2643",52,1,0,0,14,34016,0,5
"2644",43,1,1,1,14,56600,10600,3
"2645",43,0,0,1,12,147144,97144,3
"2646",40,0,1,1,14,108868,54060,2
"2647",53,1,1,1,12,100042,70017,3
"2648",33,0,0,0,12,21792,21792,5
"2649",48,0,0,0,14,21,21,1
"2650",32,1,1,1,16,118620,40615,3
"2651",19,0,0,0,12,55516,0,2
"2652",34,1,1,1,14,13001,13001,3
"2653",37,0,1,1,14,37651,37650,3
"2654",34,1,1,1,12,44818,19016,2
"2655",42,0,1,1,12,169032,150032,1
"2656",63,1,0,0,10,8891,8891,2
"2657",22,0,0,1,16,275482,33500,2
"2658",21,0,0,1,12,47000,33000,2
"2659",25,0,0,1,14,12000,12000,3
"2660",49,0,1,1,14,116782,90000,2
"2661",45,1,1,0,12,20000,0,2
"2662",59,0,1,1,14,57500,55000,3
"2663",43,0,1,1,12,38000,32000,1
"2664",26,1,0,0,16,43940,0,2
"2665",43,0,1,1,16,148360,136245,2
"2666",32,0,0,1,16,35005,35005,2
"2667",31,0,0,1,12,22800,22000,1
"2668",22,0,0,0,14,57416,1500,3
"2669",36,1,1,0,16,80339,0,1
"2670",28,0,0,0,18,0,0,1
"2671",39,0,1,1,16,295130,35045,2
"2672",43,1,1,1,16,114154,48544,3
"2673",48,1,1,1,14,232034,10019,2
"2674",28,1,0,0,12,1500,1500,2
"2675",41,1,1,0,18,52084,7680,3
"2676",23,1,0,1,12,32073,32073,3
"2677",57,1,1,1,16,127236,38108,2
"2678",24,1,0,0,12,4200,4200,3
"2679",45,1,1,0,11,90560,1220,2
"2680",37,0,1,1,14,133105,65045,2
"2681",45,1,0,1,14,35000,35000,2
"2682",24,0,0,1,16,96416,96416,2
"2683",23,0,0,0,14,123063,0,2
"2684",29,1,1,1,14,0,0,2
"2685",37,1,0,0,12,30910,0,1
"2686",34,1,1,1,16,112100,41050,1
"2687",44,0,1,1,12,137160,65100,2
"2688",34,1,1,1,18,130020,40010,2
"2689",42,1,1,0,10,3e+05,0,3
"2690",46,0,1,1,12,105502,95501,2
"2691",39,0,0,1,14,45000,45000,3
"2692",55,1,0,1,11,30500,30500,2
"2693",27,0,0,1,12,31888,5000,3
"2694",39,1,1,1,14,94137,4019,2
"2695",39,0,1,1,16,325048,262048,1
"2696",35,0,1,1,14,41768,31362,2
"2697",48,1,1,0,18,251312,312,1
"2698",36,0,1,1,14,48131,23500,1
"2699",41,0,1,1,18,134032,72016,3
"2700",31,1,0,1,14,219004,8959,5
"2701",39,0,0,1,12,29005,29000,2
"2702",27,0,1,1,12,96002,96001,2
"2703",21,1,0,0,14,71738,0,1
"2704",24,0,0,1,12,20985,20985,2
"2705",56,0,0,1,14,45000,45000,3
"2706",31,1,1,1,18,153150,76575,1
"2707",46,0,1,1,16,227014,151007,2
"2708",51,1,1,1,18,600084,360042,2
"2709",53,0,1,1,12,63128,50002,1
"2710",24,1,0,1,14,19761,19761,2
"2711",33,1,1,1,18,180310,140010,1
"2712",51,1,0,1,16,50003,50003,2
"2713",23,1,1,1,12,51750,15650,4
"2714",52,0,1,1,14,64684,41648,3
"2715",50,0,1,0,12,94245,36000,5
"2716",19,0,0,1,12,20000,0,2
"2717",54,0,0,0,12,8784,8784,4
"2718",32,1,1,1,18,70004,10002,1
"2719",22,1,0,0,16,435522,26002,3
"2720",40,0,1,1,16,45000,45000,1
"2721",43,1,0,1,18,65251,65251,3
"2722",21,1,1,1,12,43107,17000,2
"2723",41,0,1,1,14,77008,77003,1
"2724",62,1,1,0,14,171783,1548,2
"2725",52,0,1,0,21,200040,2e+05,2
"2726",48,1,1,0,12,78816,37484,3
"2727",55,0,1,1,12,96700,48000,3
"2728",33,0,0,1,12,20002,20002,2
"2729",57,1,1,1,11,2300,1500,4
"2730",58,1,1,1,18,150168,85084,1
"2731",64,1,0,0,10,6960,6960,5
"2732",56,0,0,0,14,33660,16020,4
"2733",48,0,1,0,11,40002,40002,4
"2734",23,0,1,1,12,125235,90085,2
"2735",54,0,1,1,12,137040,65540,3
"2736",56,0,1,1,12,43000,18000,3
"2737",36,1,1,1,16,131100,30050,2
"2738",24,0,0,0,16,50000,50000,2
"2739",33,1,1,1,14,27000,5500,2
"2740",60,1,0,1,12,9610,9610,3
"2741",39,1,1,0,12,199999,10000,2
"2742",22,0,0,0,14,0,0,1
"2743",36,1,0,1,12,30880,12000,3
"2744",24,0,1,1,14,2000,2000,2
"2745",47,0,0,1,16,46000,46000,3
"2746",64,1,1,0,14,83014,17555,4
"2747",56,1,1,0,12,55640,5640,3
"2748",62,0,1,0,16,249365,77001,2
"2749",27,1,1,1,11,64000,0,2
"2750",21,1,0,1,12,500,500,1
"2751",42,0,1,1,12,330954,250873,2
"2752",21,0,0,1,14,32000,17000,2
"2753",61,0,0,0,12,24150,24150,2
"2754",52,0,1,1,12,141544,70008,1
"2755",20,0,0,0,14,299495,12000,1
"2756",34,0,1,1,14,38651,38159,1
"2757",59,0,1,1,16,144002,15002,2
"2758",24,0,0,1,12,24044,11022,1
"2759",58,0,0,0,12,17700,17700,4
"2760",46,1,0,1,14,124010,67000,1
"2761",61,0,1,1,14,178144,85144,3
"2762",42,1,1,1,18,92268,15044,2
"2763",62,1,1,0,12,34859,13200,4
"2764",34,1,1,1,16,77000,40000,3
"2765",36,0,1,1,16,172144,100074,1
"2766",41,0,0,0,10,39022,14000,3
"2767",43,1,1,1,16,150010,25010,2
"2768",23,0,0,0,14,80325,0,2
"2769",39,0,0,1,14,10000,10000,4
"2770",56,0,1,0,10,30291,9756,5
"2771",43,0,1,1,12,66548,10548,3
"2772",57,1,0,0,8,8796,8796,5
"2773",42,1,0,1,12,177589,25000,1
"2774",34,0,1,1,16,86100,45500,1
"2775",52,0,1,1,14,159320,95000,3
"2776",24,1,1,1,14,82010,25005,2
"2777",51,0,1,1,12,117300,31200,2
"2778",47,1,1,1,14,123335,10036,3
"2779",35,1,0,1,12,23746,23746,1
"2780",56,0,1,1,9,131236,81017,2
"2781",20,0,0,1,12,34000,34000,2
"2782",55,1,0,0,11,9840,9840,3
"2783",22,1,0,0,16,0,0,2
"2784",60,0,0,1,12,27033,27033,3
"2785",30,1,0,1,16,106558,13500,2
"2786",35,0,1,1,11,30690,14080,3
"2787",39,0,1,1,14,63300,37000,2
"2788",35,0,1,1,16,140470,89988,1
"2789",38,1,1,1,16,173192,60189,3
"2790",40,0,0,1,16,80150,80150,1
"2791",44,0,1,1,14,135064,70032,1
"2792",60,0,1,1,12,131888,71402,5
"2793",43,0,1,1,16,351008,199198,1
"2794",34,1,0,1,12,32160,32160,2
"2795",52,1,0,1,14,15000,15000,2
"2796",59,0,1,1,14,96490,83816,3
"2797",35,1,0,1,14,113370,21000,1
"2798",34,1,1,1,14,52000,32000,3
"2799",19,1,0,0,12,115004,0,1
"2800",37,1,0,0,14,18564,18564,3
"2801",36,1,0,0,16,14461,14461,3
"2802",34,1,1,1,18,310918,149078,1
"2803",54,0,0,0,6,0,0,2
"2804",29,1,1,1,11,88000,28000,2
"2805",19,0,0,0,8,36502,0,2
"2806",53,1,1,0,12,197516,69718,1
"2807",45,1,0,1,16,73948,39003,2
"2808",57,0,1,1,14,146094,74013,2
"2809",27,0,0,0,16,30000,0,1
"2810",28,1,1,0,12,36600,0,2
"2811",27,1,0,1,12,6000,6000,2
"2812",36,0,1,1,12,141024,62003,1
"2813",24,1,0,1,16,239634,4974,3
"2814",63,1,0,1,12,29500,29500,2
"2815",59,0,1,1,16,137633,81762,2
"2816",27,1,0,1,18,37020,37020,2
"2817",60,0,1,0,14,24617,22657,3
"2818",62,0,1,0,12,40000,0,2
"2819",61,0,1,0,12,245000,0,2
"2820",54,1,1,1,12,67000,35000,2
"2821",55,1,0,0,12,9060,9060,4
"2822",55,0,1,1,12,52003,33000,1
"2823",45,0,1,1,16,136500,136250,2
"2824",47,0,1,0,14,72859,22859,4
"2825",28,1,1,0,12,44022,20000,3
"2826",20,0,0,0,14,96650,1440,2
"2827",20,0,0,0,12,17536,1042,1
"2828",33,0,1,1,12,75002,35000,3
"2829",62,1,1,0,10,102403,2402,5
"2830",50,1,0,0,12,37618,37618,1
"2831",64,1,0,1,4,93730,11000,4
"2832",59,0,1,1,16,45436,35421,2
"2833",64,1,1,0,12,65760,0,2
"2834",38,0,0,1,16,88632,70000,1
"2835",64,0,1,0,14,23342,0,3
"2836",22,1,1,0,12,25001,0,1
"2837",27,0,0,1,14,52003,52003,1
"2838",38,0,1,1,12,130328,60000,2
"2839",29,0,0,1,16,43038,43038,2
"2840",32,0,1,1,18,75033,13002,3
"2841",37,1,1,0,12,36000,10000,3
"2842",53,0,1,1,18,355300,100200,1
"2843",22,1,0,1,18,66288,6563,1
"2844",32,1,1,1,16,433004,33003,1
"2845",42,0,1,1,18,212060,110000,2
"2846",53,0,1,1,12,119172,66000,2
"2847",39,0,1,1,16,46047,34036,2
"2848",59,0,1,0,12,40009,4,1
"2849",47,1,1,1,12,102502,30000,3
"2850",43,1,0,1,18,99202,99202,3
"2851",46,0,0,1,18,112300,112300,2
"2852",39,0,1,1,18,165168,80000,3
"2853",41,0,1,1,12,39120,39000,2
"2854",58,1,1,0,12,26410,0,3
"2855",41,1,1,1,18,200362,75359,2
"2856",40,0,1,1,16,50000,50000,3
"2857",40,0,0,0,14,272811,0,2
"2858",58,1,1,1,12,75034,24017,2
"2859",19,0,0,0,12,232000,0,1
"2860",24,1,1,1,14,111277,11000,5
"2861",26,1,0,1,16,58000,8000,1
"2862",39,1,0,1,21,160059,160059,1
"2863",39,1,1,1,14,158609,65326,3
"2864",63,1,1,1,21,111233,85937,2
"2865",61,0,0,0,12,9336,9336,5
"2866",57,1,1,1,14,278935,900,2
"2867",64,1,1,0,14,42056,8,3
"2868",26,0,0,0,12,8200,8200,2
"2869",54,0,1,0,12,35840,24840,5
"2870",47,0,1,1,12,55000,40000,2
"2871",50,0,1,0,14,126634,0,3
"2872",26,0,0,1,12,58001,58001,2
"2873",47,0,0,0,14,36000,36000,5
"2874",57,0,0,1,12,15000,15000,3
"2875",49,1,1,0,12,31670,1670,5
"2876",40,1,1,0,14,28900,0,3
"2877",43,1,1,1,18,96010,96010,3
"2878",54,0,1,1,18,398250,373500,2
"2879",36,1,0,1,12,41952,41952,3
"2880",32,1,0,0,12,40440,7000,4
"2881",43,1,1,0,12,59008,4000,3
"2882",49,1,1,0,12,49000,9000,3
"2883",63,0,1,0,12,73952,23927,3
"2884",21,1,0,0,14,158034,0,2
"2885",60,0,1,1,16,175070,94510,3
"2886",21,1,0,0,0,125000,0,1
"2887",30,1,0,0,8,8820,8820,3
"2888",43,0,0,0,14,3000,3000,3
"2889",23,0,0,1,12,144373,5434,2
"2890",25,0,0,1,16,106251,20000,1
"2891",49,0,1,1,14,136400,52400,3
"2892",29,0,0,1,12,48000,48000,3
"2893",60,1,0,0,12,10848,10848,4
"2894",21,0,0,1,14,178300,3000,2
"2895",33,1,1,1,16,97020,44020,2
"2896",43,1,0,1,10,53760,20000,4
"2897",59,1,0,1,18,199314,104035,1
"2898",40,1,1,0,9,35000,0,2
"2899",54,0,1,1,12,25599,25599,1
"2900",44,0,1,1,12,194401,104202,3
"2901",36,0,0,0,12,93952,93952,2
"2902",41,0,0,0,12,9000,9000,4
"2903",42,0,1,1,16,193812,125301,3
"2904",39,1,0,1,16,160100,160100,2
"2905",39,1,1,1,18,160000,68000,1
"2906",50,1,0,1,18,56630,54350,2
"2907",52,0,1,1,12,44700,26000,1
"2908",41,0,1,1,14,96162,59162,2
"2909",43,0,1,1,16,228509,178391,1
"2910",34,0,1,1,12,45100,45100,1
"2911",56,1,0,0,12,39588,6960,4
"2912",22,0,0,1,14,32200,32200,1
"2913",46,0,1,0,14,211972,61036,4
"2914",50,1,1,1,12,232015,51005,2
"2915",44,1,0,1,14,75139,22880,3
"2916",30,1,0,1,12,35000,35000,2
"2917",34,1,0,1,12,44750,44750,1
"2918",53,1,1,1,6,52006,26003,4
"2919",53,1,1,1,12,156036,71593,3
"2920",46,1,1,0,16,65800,0,2
"2921",47,0,0,0,12,14365,0,3
"2922",55,0,0,1,16,40126,40126,3
"2923",54,0,1,0,12,39949,1,3
"2924",32,0,0,1,12,1e+05,35000,3
"2925",58,1,0,1,14,24525,24525,1
"2926",59,0,1,1,12,44000,39000,2
"2927",54,1,1,1,12,132064,45036,1
"2928",25,0,0,0,14,8001,8001,2
"2929",57,1,1,0,12,60843,8400,4
"2930",51,1,0,1,14,41289,35009,3
"2931",21,1,0,1,12,21004,21004,2
"2932",34,1,1,1,21,160150,100100,1
"2933",40,0,1,1,18,142616,52808,1
"2934",39,0,0,1,16,85667,85667,2
"2935",42,0,0,1,14,29028,29028,2
"2936",35,0,1,1,14,60003,25001,1
"2937",21,0,0,0,12,0,0,1
"2938",50,1,0,1,16,76550,76550,2
"2939",33,1,0,1,18,74105,31105,3
"2940",39,0,1,1,16,62205,35000,5
"2941",37,0,1,1,12,103520,43320,2
"2942",52,1,1,1,16,93922,71388,3
"2943",29,1,0,1,14,28000,28000,3
"2944",56,1,1,1,12,105800,20800,1
"2945",24,0,0,0,14,144191,31,4
"2946",21,0,0,1,14,160593,36002,3
"2947",54,0,0,0,11,8760,8760,3
"2948",34,0,1,1,12,17257,17008,1
"2949",33,1,0,1,11,17001,17001,1
"2950",31,0,1,1,12,70000,70000,1
"2951",19,1,0,1,10,118006,8000,1
"2952",24,1,0,1,14,25001,25001,3
"2953",19,1,0,1,14,101415,19815,2
"2954",61,0,1,1,14,59900,12500,5
"2955",26,1,0,1,14,43200,24000,2
"2956",23,1,1,0,14,13430,5415,2
"2957",46,0,0,1,12,12000,12000,2
"2958",54,0,1,1,16,216768,104226,2
"2959",48,1,1,1,12,168300,40000,2
"2960",38,0,0,1,12,45000,45000,1
"2961",25,0,0,1,16,49861,49861,1
"2962",22,0,0,0,12,24800,4800,4
"2963",24,1,1,1,16,118015,58010,2
"2964",54,1,1,1,16,355502,30300,1
"2965",62,1,1,1,16,108810,23007,3
"2966",37,1,1,0,14,65020,10,2
"2967",28,0,0,1,12,168640,90577,3
"2968",45,0,1,1,12,107020,67010,2
"2969",40,1,1,1,16,220343,120181,1
"2970",23,0,1,0,14,47953,27311,1
"2971",41,1,0,1,16,39400,20000,3
"2972",34,0,0,1,12,40000,40000,1
"2973",28,1,0,1,16,117492,40323,3
"2974",57,0,1,0,4,20480,4440,3
"2975",49,1,1,1,14,127940,44020,2
"2976",47,1,1,1,18,43000,43000,2
"2977",21,0,0,0,12,32900,0,2
"2978",49,1,0,0,9,8796,8796,5
"2979",51,0,0,0,8,54024,13680,4
"2980",32,1,0,1,11,15000,15000,3
"2981",35,0,0,1,16,25100,25100,1
"2982",46,0,1,1,16,136160,119835,2
"2983",39,1,1,0,14,45006,0,2
"2984",62,1,0,1,14,60000,60000,3
"2985",55,0,1,0,14,1400,0,5
"2986",35,1,1,1,18,211301,76001,1
"2987",25,0,0,1,16,10006,10006,1
"2988",56,0,1,0,12,49007,0,2
"2989",45,1,0,1,14,67181,20000,2
"2990",52,0,1,0,12,41000,41000,4
"2991",49,1,0,1,18,58563,58563,2
"2992",55,1,0,0,18,30200,30200,1
"2993",29,0,0,1,14,51600,51600,1
"2994",64,1,0,1,16,39671,30000,2
"2995",38,0,1,1,18,400325,145000,2
"2996",61,1,1,1,14,40242,32609,4
"2997",38,0,1,0,14,38494,26398,2
"2998",53,0,1,1,18,131243,65733,2
"2999",27,0,0,1,14,96506,20000,2
"3000",42,1,0,1,16,54361,54361,2
"3001",38,1,1,1,14,135003,45001,3
"3002",30,1,1,0,12,1158359,0,1
"3003",52,1,0,0,4,14222,14222,4
"3004",60,1,1,0,12,32992,4592,5
"3005",46,0,0,1,16,56000,56000,3
"3006",43,0,1,1,14,228040,122020,2
"3007",47,0,1,1,12,57000,57000,1
"3008",45,0,0,0,14,2150,2150,2
"3009",38,1,0,1,12,46523,46202,1
"3010",39,1,1,0,18,24812,0,2
"3011",41,1,0,1,12,80150,80130,1
"3012",46,1,1,1,19,30781,761,1
"3013",44,0,0,1,14,25006,25006,2
"3014",49,1,1,0,8,8820,0,1
"3015",57,1,1,1,14,17075,14030,1
"3016",48,0,1,1,16,328006,61006,1
"3017",63,1,1,0,19,49676,838,2
"3018",33,1,1,1,16,1e+05,54000,1
"3019",39,1,0,1,14,47000,47000,5
"3020",58,0,0,1,14,116002,80002,3
"3021",31,0,1,1,12,21200,12000,2
"3022",51,1,1,1,12,100168,75084,3
"3023",56,1,1,1,14,110116,25050,2
"3024",45,1,1,1,14,204242,125042,2
"3025",28,1,1,1,16,111100,52050,3
"3026",53,0,1,1,16,482110,480090,1
"3027",37,0,0,1,12,35000,35000,3
"3028",32,1,1,1,16,114777,17025,1
"3029",59,0,1,1,12,55059,50059,3
"3030",32,1,1,1,10,32000,16000,3
"3031",59,0,1,1,14,119158,59917,4
"3032",31,0,1,1,12,38005,38005,1
"3033",36,0,1,1,16,85876,41913,3
"3034",29,1,0,0,16,80300,12000,2
"3035",63,1,1,1,14,90002,65002,1
"3036",61,0,1,1,4,40685,32005,4
"3037",54,0,1,1,12,23000,23000,3
"3038",34,1,0,0,6,10800,10800,4
"3039",46,0,1,1,12,70076,30000,3
"3040",48,1,0,1,19,147791,140291,1
"3041",48,0,1,1,14,51236,34236,3
"3042",49,0,1,1,14,55400,35000,4
"3043",40,0,0,1,16,150274,11100,2
"3044",25,1,1,1,14,51900,30100,2
"3045",51,0,0,1,14,10303,10303,2
"3046",42,1,1,1,16,122112,60056,3
"3047",38,0,0,1,16,7010,7010,3
"3048",59,0,0,0,12,35078,458,1
"3049",53,1,0,0,12,47747,9072,4
"3050",19,1,0,1,14,49605,21005,2
"3051",43,0,0,1,16,69116,69116,2
"3052",58,0,1,1,14,20859,10000,4
"3053",56,0,1,1,12,46003,46000,3
"3054",28,1,1,0,14,61201,1200,1
"3055",42,1,0,1,16,79534,70000,2
"3056",38,1,0,1,12,32000,32000,3
"3057",49,1,1,1,16,145100,20050,1
"3058",47,0,1,1,11,40096,40096,3
"3059",35,1,0,1,14,35001,35001,1
"3060",52,0,1,1,14,135300,100300,3
"3061",43,0,1,1,12,150005,50005,1
"3062",25,0,0,1,16,33206,33206,3
"3063",28,1,0,1,16,46000,46000,1
"3064",49,1,1,1,16,154002,3001,2
"3065",47,0,0,1,16,60000,60000,1
"3066",59,1,0,0,12,5200,5200,3
"3067",21,0,0,0,14,115359,0,1
"3068",51,1,1,1,14,117606,6503,2
"3069",27,0,1,1,14,63054,38052,1
"3070",54,0,0,0,16,0,0,4
"3071",29,0,0,1,18,57668,57668,2
"3072",34,1,0,1,14,17500,17500,2
"3073",47,1,1,1,12,117104,30097,3
"3074",45,1,1,1,18,164251,65024,2
"3075",59,1,1,1,16,45000,10000,3
"3076",60,1,1,1,12,119011,28000,2
"3077",25,0,1,1,18,58429,25800,1
"3078",34,1,1,0,14,106300,12000,3
"3079",30,0,0,1,14,30040,30040,2
"3080",56,0,1,1,18,235381,169381,4
"3081",43,0,1,0,14,0,0,1
"3082",32,1,1,1,16,85010,5000,4
"3083",31,1,1,1,16,125008,50008,1
"3084",28,1,1,1,12,7000,7000,2
"3085",37,1,0,1,14,31437,29037,1
"3086",19,0,0,0,11,8190,0,1
"3087",62,0,1,1,16,100008,73005,4
"3088",34,1,0,1,14,114881,90080,1
"3089",45,1,0,1,12,5500,5500,4
"3090",45,1,1,0,14,51500,4500,1
"3091",23,1,0,1,16,75000,75000,1
"3092",51,1,1,1,18,92889,50873,2
"3093",23,1,0,1,16,129883,59000,2
"3094",29,1,0,0,21,0,0,3
"3095",41,1,1,1,18,101972,80040,1
"3096",33,0,0,1,12,40000,40000,2
"3097",20,0,0,0,14,52000,0,1
"3098",48,1,0,0,12,0,0,2
"3099",48,0,1,1,18,180035,120010,2
"3100",52,0,1,1,18,64860,52599,3
"3101",61,1,0,1,8,21299,21299,3
"3102",44,1,0,1,18,75323,75223,3
"3103",38,1,1,1,14,75202,0,2
"3104",43,1,1,1,14,118050,20025,2
"3105",26,1,0,0,16,16000,16000,1
"3106",51,1,1,0,12,61121,1,4
"3107",44,0,1,1,12,73852,41606,1
"3108",50,0,1,1,16,230795,167470,2
"3109",42,1,1,1,14,35600,20000,3
"3110",19,0,0,0,14,96058,0,1
"3111",42,0,1,0,16,62032,14,1
"3112",25,1,0,1,12,19000,19000,3
"3113",21,1,0,1,14,306713,25011,3
"3114",55,1,1,0,14,162461,41900,1
"3115",62,1,0,0,16,17338,17338,1
"3116",31,1,0,0,16,33900,0,1
"3117",45,1,0,1,16,96130,96130,3
"3118",40,1,1,1,10,56167,40016,3
"3119",33,0,0,1,12,15000,15000,1
"3120",27,1,1,1,16,42032,30032,1
"3121",24,0,1,1,12,44000,32000,3
"3122",28,1,1,0,14,40005,0,1
"3123",30,1,0,1,12,18001,18001,3
"3124",30,1,1,1,16,32694,32694,2
"3125",47,0,1,1,9,98900,43900,2
"3126",26,1,0,0,12,10800,10800,2
"3127",50,0,1,1,16,120632,63066,1
"3128",60,0,1,0,14,63228,25788,5
"3129",21,0,0,0,14,52299,4100,1
"3130",32,1,1,1,14,23600,800,3
"3131",35,1,0,1,14,41050,41040,3
"3132",48,1,1,1,14,268000,2e+05,1
"3133",58,0,0,0,16,35056,35056,2
"3134",50,0,1,1,16,172140,125150,1
"3135",47,0,0,1,12,61508,10000,3
"3136",58,0,1,1,16,192112,171550,2
"3137",53,0,0,1,14,62800,62800,2
"3138",63,1,1,0,8,8803,8803,5
"3139",51,0,0,0,12,127105,8880,3
"3140",33,0,1,1,14,205000,85000,2
"3141",61,0,1,0,14,44871,13264,2
"3142",34,1,1,0,12,83181,2880,4
"3143",37,0,0,0,12,13922,13922,2
"3144",50,1,1,0,12,32004,2,4
"3145",37,1,0,1,18,45216,45216,2
"3146",42,0,1,1,12,30000,30000,3
"3147",28,0,0,1,12,65050,65050,1
"3148",19,1,0,0,12,75001,0,2
"3149",37,1,0,1,16,9970,9970,1
"3150",42,1,0,1,14,110022,110022,2
"3151",32,0,1,0,12,16139,11520,2
"3152",26,1,1,0,12,45000,0,3
"3153",36,1,0,0,14,4290,4290,4
"3154",22,1,0,1,12,20000,20000,1
"3155",38,1,0,0,9,127400,0,4
"3156",38,0,1,1,16,204150,76900,2
"3157",29,1,1,0,9,16120,0,2
"3158",36,1,1,1,16,131300,86380,2
"3159",53,1,1,1,14,286643,116003,4
"3160",44,1,0,1,16,75125,75125,3
"3161",31,1,0,1,11,132644,30000,3
"3162",41,0,1,1,14,150004,90002,2
"3163",62,1,1,0,16,180540,161800,5
"3164",52,1,0,0,6,46000,0,4
"3165",35,0,1,1,6,14002,14002,1
"3166",62,1,0,0,14,35883,35883,4
"3167",53,1,0,0,14,12300,0,3
"3168",57,0,0,1,16,62550,41750,2
"3169",59,1,0,1,14,182500,182500,1
"3170",38,1,1,1,16,155000,35000,1
"3171",31,0,0,1,18,50288,50288,3
"3172",23,0,0,1,14,65013,16000,3
"3173",37,0,0,1,12,21000,21000,3
"3174",54,1,0,0,11,0,0,5
"3175",24,1,0,1,12,40000,40000,2
"3176",44,1,1,0,16,93362,0,2
"3177",44,0,0,1,12,69000,69000,2
"3178",39,0,1,1,18,136828,86790,2
"3179",38,1,0,1,14,36000,36000,3
"3180",23,1,0,1,12,151334,700,2
"3181",25,1,0,0,16,15003,15003,1
"3182",32,0,1,1,12,88170,48010,2
"3183",63,0,1,1,14,175475,73225,3
"3184",38,1,1,0,16,35458,18653,1
"3185",50,0,1,1,12,108075,72376,1
"3186",59,1,1,1,14,85662,24432,3
"3187",37,0,1,1,16,155005,90002,1
"3188",37,0,1,1,12,127000,92000,2
"3189",22,0,0,0,14,0,0,2
"3190",36,0,1,1,18,167803,108980,2
"3191",39,0,1,1,16,126256,77926,3
"3192",48,1,1,0,12,50000,0,1
"3193",44,0,1,1,14,117207,75186,1
"3194",59,1,0,1,16,298606,130006,1
"3195",48,1,0,0,12,0,0,2
"3196",36,1,1,1,14,103353,59227,2
"3197",38,0,1,1,16,125065,125030,1
"3198",25,0,1,1,9,42000,42000,3
"3199",39,1,1,1,16,120084,45000,2
"3200",63,0,1,0,12,64249,30239,4
"3201",54,0,0,1,18,167044,167044,1
"3202",43,1,1,1,19,160969,128392,1
"3203",42,1,1,1,9,38766,19110,3
"3204",32,0,0,1,12,68258,68258,1
"3205",51,1,1,0,12,119169,0,5
"3206",24,1,1,1,14,108506,3503,1
"3207",31,0,0,1,9,83925,58243,1
"3208",47,1,1,1,16,141253,37048,2
"3209",55,0,1,1,16,299495,200337,3
"3210",53,1,1,1,18,491050,33600,2
"3211",61,0,0,1,12,335012,75010,2
"3212",38,0,1,0,18,13592,5006,3
"3213",27,1,0,1,16,35050,35050,3
"3214",50,0,1,1,18,143192,108750,1
"3215",37,1,1,0,10,0,0,4
"3216",28,0,0,1,14,69001,69001,5
"3217",20,1,0,1,14,5000,5000,2
"3218",34,0,0,1,14,75006,75006,1
"3219",57,1,1,1,12,173150,85000,1
"3220",36,1,1,1,14,126100,30050,1
"3221",49,1,0,0,8,30200,5000,3
"3222",52,0,1,1,16,101200,71200,2
"3223",46,1,1,1,14,505645,5500,1
"3224",53,0,1,1,16,214004,124002,3
"3225",64,1,0,0,12,6924,6924,5
"3226",33,1,1,0,14,62500,32500,2
"3227",59,0,0,0,12,12000,0,4
"3228",53,1,1,1,14,96506,22002,2
"3229",49,1,1,1,16,245999,58000,3
"3230",30,1,1,1,12,25322,12322,1
"3231",32,0,0,1,16,55027,55027,1
"3232",57,1,1,1,14,63400,20400,1
"3233",49,0,0,1,6,21840,21840,2
"3234",39,0,1,1,16,117500,67500,2
"3235",19,1,0,1,14,42271,3583,1
"3236",21,1,0,1,12,75589,21000,2
"3237",57,0,1,0,12,44021,15852,4
"3238",46,1,1,1,14,116012,54006,1
"3239",52,1,1,1,12,215084,45000,4
